"dialogue_id","movie_title","movie_chapter","chapter_id","place_name","place_category","character_name","gender","house","species","dialogue","dialogue_no_spells","dialogue_cleaned"
4551,"Harry Potter and the Order of the Phoenix",26,156,"Headmaster's Office","Hogwarts","Albus Dumbledore","Male","Gryffindor","Human","I daresay I can. And if you actually do attack me with that wand, Harry, I'm afraid to say you will regret it.","I daresay I can. And if you actually do attack me with that wand, Harry, I'm afraid to say you will regret it.","daresay  can    actually  attack    wand harry im afraid  say  will regret"
4573,"Harry Potter and the Order of the Phoenix",26,156,"Headmaster's Office","Hogwarts","Harry Potter","Male","Gryffindor","Human","Wait, where was Sirius when I tried to contact him?","Wait, where was Sirius when I tried to contact him?","wait   sirius   tried  contact"
4578,"Harry Potter and the Order of the Phoenix",26,156,"Headmaster's Office","Hogwarts","Harry Potter","Male","Gryffindor","Human","Sirius hated him.","Sirius hated him.","sirius hated"
4596,"Harry Potter and the Order of the Phoenix",26,156,"Headmaster's Office","Hogwarts","Sybill Trelawney","Female","Ravenclaw","Human","""The One with the power to vanquish the Dark Lord approaches....Born to","""The One with the power to vanquish the Dark Lord approaches....Born to","one   power  vanquish  dark lord approachesborn"
4585,"Harry Potter and the Order of the Phoenix",26,156,"Headmaster's Office","Hogwarts","Albus Dumbledore","Male","Gryffindor","Human","Perhaps not. But she took you in, however grudgingly. As long as you can call your Aunt's house your home, you are protected.","Perhaps not. But she took you in, however grudgingly. As long as you can call your Aunt's house your home, you are protected.","perhaps    took   however grudgingly  long   can call  aunts house  home   protect"
1844,"Harry Potter and the Chamber of Secrets",39,69,"Headmaster's Office","Hogwarts","Dobby","Male","","House Elf","Master has presented Dobby with clothes! Dobby is free!","Master has presented Dobby with clothes! Dobby is free!","master  presented dobby  clothes dobby  fre"
4593,"Harry Potter and the Order of the Phoenix",26,156,"Headmaster's Office","Hogwarts","Albus Dumbledore","Male","Gryffindor","Human","An excellent question, Harry. The answer lies in the prophesy.","An excellent question, Harry. The answer lies in the prophesy.","excellent question harry  answer lies   prophesi"
1845,"Harry Potter and the Chamber of Secrets",39,69,"Headmaster's Office","Hogwarts","Lucius Malfoy","Male","Slytherin","Human","You've lost me my servant!","You've lost me my servant!","youve lost   serv"
3773,"Harry Potter and the Order of the Phoenix",8,138,"Hogwarts Express","Hogwarts","Hermione Granger","Female","Gryffindor","Human","What about you, Harry?","What about you, Harry?","harri"
4864,"Harry Potter and the Half-Blood Prince",5,162,"Hogwarts Express","Hogwarts","Severus Snape","Male","Slytherin","Human","It was his father's.","It was his father's.","father"
2847,"Harry Potter and the Goblet of Fire",4,107,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","On second thought, just the drewbals.","On second thought, just the drewbals.","second thought just  drewb"
4863,"Harry Potter and the Half-Blood Prince",5,162,"Hogwarts Express","Hogwarts","Argus Filch","Male","","Human","And what exactly would you be wanting with a walking stick?","And what exactly would you be wanting with a walking stick?","exactly    wanting   walking stick"
4831,"Harry Potter and the Half-Blood Prince",4,161,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","You're barking.  What would You- Know-Who want with a sod like Malfoy?","You're barking.  What would You- Know-Who want with a sod like Malfoy?","youre barking     knowwho want   sod like malfoi"
3776,"Harry Potter and the Order of the Phoenix",8,138,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","So...congratulations Ron, Hermione...","So...congratulations Ron, Hermione...","socongratulations ron hermion"
208,"Harry Potter and the Philosopher's Stone",10,10,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","We'll take the lot!","We'll take the lot!","well take  lot"
3785,"Harry Potter and the Order of the Phoenix",8,138,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","Hagrid's cabin looks deserted.","Hagrid's cabin looks deserted.","hagrids cabin looks desert"
218,"Harry Potter and the Philosopher's Stone",10,10,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","A little.","A little.","littl"
4852,"Harry Potter and the Half-Blood Prince",5,162,"Hogwarts Express","Hogwarts","Luna Lovegood","Female","Ravenclaw","Human","Wrackspurts. Your head's full of them.","Wrackspurts. Your head's full of them.","wrackspurts  heads full"
225,"Harry Potter and the Philosopher's Stone",10,10,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","Sunshine, daises, butter mellow, turn this stupid fat rat yellow!","Sunshine, daises, butter mellow, turn this stupid fat rat yellow!","sunshine daises butter mellow turn  stupid fat rat yellow"
3788,"Harry Potter and the Order of the Phoenix",8,138,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","What if he's still on his mission from Dumbledore?","What if he's still on his mission from Dumbledore?","hes still   mission  dumbledor"
3774,"Harry Potter and the Order of the Phoenix",8,138,"Hogwarts Express","Hogwarts","Hermione Granger","Female","Gryffindor","Human","Are you sure? I would have thought you would get one!","Are you sure? I would have thought you would get one!","sure    thought   get on"
1101,"Harry Potter and the Chamber of Secrets",7,41,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","Do you hear that?","Do you hear that?","hear"
3789,"Harry Potter and the Order of the Phoenix",8,138,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","Yeah, could be.","Yeah, could be.","yeah"
3775,"Harry Potter and the Order of the Phoenix",8,138,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","I'm sure. Nothing.","I'm sure. Nothing.","im sure noth"
4866,"Harry Potter and the Half-Blood Prince",5,162,"Hogwarts Express","Hogwarts","Severus Snape","Male","Slytherin","Human","It's alright, Mr. Filch.  I can vouch for Mr. Malfoy.","It's alright, Mr. Filch.  I can vouch for Mr. Malfoy.","alright mr filch   can vouch  mr malfoi"
223,"Harry Potter and the Philosopher's Stone",10,10,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","No.","No.",""
3780,"Harry Potter and the Order of the Phoenix",8,138,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","Yes it is, it's right there!","Yes it is, it's right there!","yes    right"
4832,"Harry Potter and the Half-Blood Prince",4,161,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","So what's he doing in Borgin and Burke's?  Browsing for furniture?","So what's he doing in Borgin and Burke's?  Browsing for furniture?","whats    borgin  burkes  browsing  furnitur"
4847,"Harry Potter and the Half-Blood Prince",5,162,"Hogwarts Express","Hogwarts","Draco Malfoy","Male","Slytherin","Human","Didn't mummy ever tell you it's bad manners to eavesdrop, Potter? Petrificus Totalus!","Didn't mummy ever tell you it's bad manners to eavesdrop, Potter? !","didnt mummy ever tell   bad manners  eavesdrop potter petrificus totalu"
4849,"Harry Potter and the Half-Blood Prince",5,162,"Hogwarts Express","Hogwarts","Draco Malfoy","Male","Slytherin","Human","Enjoy the ride back to London.","Enjoy the ride back to London.","enjoy  ride back  london"
3779,"Harry Potter and the Order of the Phoenix",8,138,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","What is that?","What is that?",""
214,"Harry Potter and the Philosopher's Stone",10,10,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","I got Dumbledore!","I got Dumbledore!","got dumbledor"
210,"Harry Potter and the Philosopher's Stone",10,10,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","Bertie Bott's Every Flavour Beans?","Bertie Bott's Every Flavour Beans?","bertie botts every flavour bean"
2004,"Harry Potter and the Prisoner of Azkaban",6,76,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","I didn't mean to blow her up. I just... I lost control.","I didn't mean to blow her up. I just... I lost control.","didnt mean  blow    just  lost control"
4830,"Harry Potter and the Half-Blood Prince",4,161,"Hogwarts Express","Hogwarts","Hermione Granger","Female","Gryffindor","Human","Harry is under the impression that Draco Malfoy is now a Death Eater.","Harry is under the impression that Draco Malfoy is now a Death Eater.","harry    impression  draco malfoy  now  death eat"
1095,"Harry Potter and the Chamber of Secrets",7,41,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","Uh, right. Okay.","Uh, right. Okay.","uh right okai"
202,"Harry Potter and the Philosopher's Stone",10,10,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","The what?","The what?",""
3778,"Harry Potter and the Order of the Phoenix",8,138,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","Yes, do go enjoy yourselves.","Yes, do go enjoy yourselves.","yes  go enjoy"
1103,"Harry Potter and the Chamber of Secrets",7,41,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","Hold on","Hold on","hold"
224,"Harry Potter and the Philosopher's Stone",10,10,"Hogwarts Express","Hogwarts","Hermione Granger","Female","Gryffindor","Human","Oh, are you doing magic? Let's see then.","Oh, are you doing magic? Let's see then.","oh    magic lets see"
2848,"Harry Potter and the Goblet of Fire",4,107,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","It's alright I'll get it.","It's alright I'll get it.","alright ill get"
228,"Harry Potter and the Philosopher's Stone",10,10,"Hogwarts Express","Hogwarts","Hermione Granger","Female","Gryffindor","Human","Pleasure. You two better change into your robes. I expect we'll be arriving soon.  You've got dirt, on your nose, by the way, did you know? Just there.","Pleasure. You two better change into your robes. I expect we'll be arriving soon.  You've got dirt, on your nose, by the way, did you know? Just there.","pleasure  two better change   robes  expect well  arriving soon  youve got dirt   nose   way   know just"
3781,"Harry Potter and the Order of the Phoenix",8,138,"Hogwarts Express","Hogwarts","Luna Lovegood","Female","Ravenclaw","Human","I see them too, Harry.","I see them too, Harry.","see   harri"
1107,"Harry Potter and the Chamber of Secrets",7,41,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","Harry! Hold on! Take my hand! Hold on!","Harry! Hold on! Take my hand! Hold on!","harry hold  take  hand hold"
1104,"Harry Potter and the Chamber of Secrets",7,41,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","Aaahhh! Aaahhhh! Aaahhh!","Aaahhh! Aaahhhh! Aaahhh!","aaahhh aaahhhh aaahhh"
2018,"Harry Potter and the Prisoner of Azkaban",6,76,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","Let me get this straight. Sirius Black has escaped from Azkaban to come after you?","Let me get this straight. Sirius Black has escaped from Azkaban to come after you?","let  get  straight sirius black  escaped  azkaban  come"
4826,"Harry Potter and the Half-Blood Prince",4,161,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","Don't you see, it was a ceremony. An initiation.","Don't you see, it was a ceremony. An initiation.","dont  see    ceremony  initi"
1098,"Harry Potter and the Chamber of Secrets",7,41,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","Okay.","Okay.","okai"
4840,"Harry Potter and the Half-Blood Prince",5,162,"Hogwarts Express","Hogwarts","Draco Malfoy","Male","Slytherin","Human","Hogwarts.  What a pathetic excuse for a school.  I think I'd pitch myself off the Astronomy Tower if I thought I had to continue on for another two years.","Hogwarts.  What a pathetic excuse for a school.  I think I'd pitch myself off the Astronomy Tower if I thought I had to continue on for another two years.","hogwarts    pathetic excuse   school   think id pitch    astronomy tower   thought    continue   another two year"
1100,"Harry Potter and the Chamber of Secrets",7,41,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","We can't be far behind.","We can't be far behind.","cant  far behind"
4875,"Harry Potter and the Half-Blood Prince",5,162,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","Brilliant.","Brilliant.","brilliant"
2844,"Harry Potter and the Goblet of Fire",4,107,"Hogwarts Express","Hogwarts","Waitress","","","","Anything from the trolley? Anything from the trolley?","Anything from the trolley? Anything from the trolley?","anything   trolley anything   trollei"
4867,"Harry Potter and the Half-Blood Prince",5,162,"Hogwarts Express","Hogwarts","Draco Malfoy","Male","Slytherin","Human","Nice face, Potter.","Nice face, Potter.","nice face pott"
199,"Harry Potter and the Philosopher's Stone",10,10,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","I'm Ron, by the way. Ron Weasley.","I'm Ron, by the way. Ron Weasley.","im ron   way ron weaslei"
213,"Harry Potter and the Philosopher's Stone",10,10,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","It's just a spell. Besides, it's the cards you want. Each pack's got a famous witch or wizard. I got about 500 meself.  Watch it!  Oh, that's rotten luck. They've only got one good jump in them to begin with.","It's just a spell. Besides, it's the cards you want. Each pack's got a famous witch or wizard. I got about 500 meself.  Watch it!  Oh, that's rotten luck. They've only got one good jump in them to begin with.","just  spell besides   cards  want  packs got  famous witch  wizard  got   meself  watch   oh thats rotten luck theyve  got one good jump    begin"
197,"Harry Potter and the Philosopher's Stone",10,10,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","Excuse me, do you mind? Everywhere else is full.","Excuse me, do you mind? Everywhere else is full.","excuse    mind everywhere else  ful"
1109,"Harry Potter and the Chamber of Secrets",7,41,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","I think we found the train.","I think we found the train.","think  found  train"
5229,"Harry Potter and the Half-Blood Prince",15,172,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","Positive.  Why?","Positive.  Why?","positive"
5233,"Harry Potter and the Half-Blood Prince",15,172,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","Lovely.","Lovely.","love"
5232,"Harry Potter and the Half-Blood Prince",15,172,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","No, you don't understand -- Oh, bloody hell...","No, you don't understand -- Oh, bloody hell...","dont understand  oh bloody hel"
3786,"Harry Potter and the Order of the Phoenix",8,138,"Hogwarts Express","Hogwarts","Hermione Granger","Female","Gryffindor","Human","I hope he's all right...","I hope he's all right...","hope hes  right"
3777,"Harry Potter and the Order of the Phoenix",8,138,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","Come on, lets go back downstairs!","Come on, lets go back downstairs!","come  lets go back downstair"
207,"Harry Potter and the Philosopher's Stone",10,10,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","No, thanks, I'm all set.","No, thanks, I'm all set.","thanks im  set"
4835,"Harry Potter and the Half-Blood Prince",4,161,"Hogwarts Express","Hogwarts","Hermione Granger","Female","Gryffindor","Human","I told you.  I don't know what I saw.","I told you.  I don't know what I saw.","told    dont know   saw"
205,"Harry Potter and the Philosopher's Stone",10,10,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","Wicked.","Wicked.","wick"
206,"Harry Potter and the Philosopher's Stone",10,10,"Hogwarts Express","Hogwarts","Woman","","","","Anything off the trolley, dears?","Anything off the trolley, dears?","anything   trolley dear"
226,"Harry Potter and the Philosopher's Stone",10,10,"Hogwarts Express","Hogwarts","Hermione Granger","Female","Gryffindor","Human","Are you sure that's a real spell? Well, it's not very good, is it? Of course I've only tried a few simple spells myself, and they've all worked for me. For example...  Oculus Reparo.  That's better, isn't it? Holy Cricket, you're Harry Potter. I'm Hermione Granger...and you are...?","Are you sure that's a real spell? Well, it's not very good, is it? Of course I've only tried a few simple spells myself, and they've all worked for me. For example...  .  That's better, isn't it? Holy Cricket, you're Harry Potter. I'm Hermione Granger...and you are...?","sure thats  real spell well    good    course ive  tried   simple spells   theyve  worked    example  oculus reparo  thats better isnt  holy cricket youre harry potter im hermione grangerand"
1102,"Harry Potter and the Chamber of Secrets",7,41,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","We must be gettin' close.","We must be gettin' close.","must  gettin clos"
4823,"Harry Potter and the Half-Blood Prince",4,161,"Hogwarts Express","Hogwarts","Luna Lovegood","Female","Ravenclaw","Human","He's lovely.  They've been known to sing on Boxing Day, you know. Quibbler?","He's lovely.  They've been known to sing on Boxing Day, you know. Quibbler?","hes lovely  theyve  known  sing  boxing day  know quibbl"
4838,"Harry Potter and the Half-Blood Prince",5,162,"Hogwarts Express","Hogwarts","Blaise Zabini","Male","Slytherin","Human","Don't know.","Don't know.","dont know"
215,"Harry Potter and the Philosopher's Stone",10,10,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","I got about 6 of him.","I got about 6 of him.","got"
212,"Harry Potter and the Philosopher's Stone",10,10,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","These aren't real chocolate frogs, are they?","These aren't real chocolate frogs, are they?","arent real chocolate frogs"
4837,"Harry Potter and the Half-Blood Prince",5,162,"Hogwarts Express","Hogwarts","Draco Malfoy","Male","Slytherin","Human","What just happened?  Blaise?","What just happened?  Blaise?","just happened  blais"
3782,"Harry Potter and the Order of the Phoenix",8,138,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","Er...you are?","Er...you are?","eryou"
4872,"Harry Potter and the Half-Blood Prince",5,162,"Hogwarts Express","Hogwarts","Luna Lovegood","Female","Ravenclaw","Human","Episkey.",".","episkei"
4825,"Harry Potter and the Half-Blood Prince",4,161,"Hogwarts Express","Hogwarts","Luna Lovegood","Female","Ravenclaw","Human","They're invisible creatures that float in through your ears and make your brain go fuzzy. Quibbler?  Quibbler?","They're invisible creatures that float in through your ears and make your brain go fuzzy. Quibbler?  Quibbler?","theyre invisible creatures  float    ears  make  brain go fuzzy quibbler  quibbl"
3784,"Harry Potter and the Order of the Phoenix",8,138,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","Well, thanks Luna.","Well, thanks Luna.","well thanks luna"
4856,"Harry Potter and the Half-Blood Prince",5,162,"Hogwarts Express","Hogwarts","Luna Lovegood","Female","Ravenclaw","Human","That's nice.","That's nice.","thats nic"
1105,"Harry Potter and the Chamber of Secrets",7,41,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","Aaahhh! Aaahhhh! Aaahhh!","Aaahhh! Aaahhhh! Aaahhh!","aaahhh aaahhhh aaahhh"
4854,"Harry Potter and the Half-Blood Prince",5,162,"Hogwarts Express","Hogwarts","Luna Lovegood","Female","Ravenclaw","Human","It's alright.  I enjoyed our walk. It was like being with a friend.","It's alright.  I enjoyed our walk. It was like being with a friend.","alright   enjoyed  walk   like    friend"
4853,"Harry Potter and the Half-Blood Prince",5,162,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","Sorry I made you miss the carriages, Luna.","Sorry I made you miss the carriages, Luna.","sorry  made  miss  carriages luna"
2032,"Harry Potter and the Prisoner of Azkaban",6,76,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","What was that thing that came?","What was that thing that came?","thing  cam"
4836,"Harry Potter and the Half-Blood Prince",4,161,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","I need some air.","I need some air.","need  air"
220,"Harry Potter and the Philosopher's Stone",10,10,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","Yeah!","Yeah!","yeah"
198,"Harry Potter and the Philosopher's Stone",10,10,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","No, not at all.","No, not at all.",""
2003,"Harry Potter and the Prisoner of Azkaban",6,76,"Hogwarts Express","Hogwarts","Molly Weasley","Female","Gryffindor","Human","Quick. Quick. Ron, Ron! Oh, for goodness' sake! Don't lose him!","Quick. Quick. Ron, Ron! Oh, for goodness' sake! Don't lose him!","quick quick ron ron oh  goodness sake dont lose"
217,"Harry Potter and the Philosopher's Stone",10,10,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","Well, you can't expect him to hang around all day, can you?  This is Scabbers, by the way, pathetic, isn't he?","Well, you can't expect him to hang around all day, can you?  This is Scabbers, by the way, pathetic, isn't he?","well  cant expect   hang around  day can     scabbers   way pathetic isnt"
201,"Harry Potter and the Philosopher's Stone",10,10,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","So-so it's true? I mean, do you really have the...the...","So-so it's true? I mean, do you really have the...the...","soso  true  mean   really  theth"
221,"Harry Potter and the Philosopher's Stone",10,10,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","Ahem. Sun-","Ahem. Sun-","ahem sun"
1106,"Harry Potter and the Chamber of Secrets",7,41,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","Wha-aahhh!","Wha-aahhh!","whaaahhh"
219,"Harry Potter and the Philosopher's Stone",10,10,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","Fred gave me a spell as to turn him yellow. Want to see?","Fred gave me a spell as to turn him yellow. Want to see?","fred gave   spell   turn  yellow want  se"
2028,"Harry Potter and the Prisoner of Azkaban",6,76,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","Bloody hell! What's happening?","Bloody hell! What's happening?","bloody hell whats happen"
216,"Harry Potter and the Philosopher's Stone",10,10,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","Hey, he's gone!","Hey, he's gone!","hey hes gon"
5230,"Harry Potter and the Half-Blood Prince",15,172,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","It's just, well, you can't break an Unbreakable Vow.","It's just, well, you can't break an Unbreakable Vow.","just well  cant break  unbreakable vow"
2013,"Harry Potter and the Prisoner of Azkaban",6,76,"Hogwarts Express","Hogwarts","Hermione Granger","Female","Gryffindor","Human","It's on his suitcase, Ronald.","It's on his suitcase, Ronald.","suitcase ronald"
204,"Harry Potter and the Philosopher's Stone",10,10,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","Oh","Oh","oh"
2024,"Harry Potter and the Prisoner of Azkaban",6,76,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","What's going on?","What's going on?","whats going"
3787,"Harry Potter and the Order of the Phoenix",8,138,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","What if he were still on his...","What if he were still on his...","still"
2005,"Harry Potter and the Prisoner of Azkaban",6,76,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","Brilliant.","Brilliant.","brilliant"
2006,"Harry Potter and the Prisoner of Azkaban",6,76,"Hogwarts Express","Hogwarts","Hermione Granger","Female","Gryffindor","Human","Honestly, Ron, it's not funny. Harry was lucky not to be expelled.","Honestly, Ron, it's not funny. Harry was lucky not to be expelled.","honestly ron   funny harry  lucky    expel"
5235,"Harry Potter and the Half-Blood Prince",15,172,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","I'll take your word for it.","I'll take your word for it.","ill take  word"
4843,"Harry Potter and the Half-Blood Prince",5,162,"Hogwarts Express","Hogwarts","Draco Malfoy","Male","Slytherin","Human","Amused, Blaise?  We'll see just who's laughing in the end.","Amused, Blaise?  We'll see just who's laughing in the end.","amused blaise  well see just whos laughing   end"
4859,"Harry Potter and the Half-Blood Prince",5,162,"Hogwarts Express","Hogwarts","Filius Flitwick","Male","Ravenclaw","Human (Part-Goblin)","No exceptions, Potter.","No exceptions, Potter.","exceptions pott"
200,"Harry Potter and the Philosopher's Stone",10,10,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","I'm Harry. Harry Potter.","I'm Harry. Harry Potter.","im harry harry pott"
3783,"Harry Potter and the Order of the Phoenix",8,138,"Hogwarts Express","Hogwarts","Luna Lovegood","Female","Ravenclaw","Human","Luna. Luna Lovegood.","Luna. Luna Lovegood.","luna luna lovegood"
5231,"Harry Potter and the Half-Blood Prince",15,172,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","I'd worked that much out for myself, funnily enough.","I'd worked that much out for myself, funnily enough.","id worked  much    funnily enough"
4839,"Harry Potter and the Half-Blood Prince",5,162,"Hogwarts Express","Hogwarts","Pansy Parkinson","Female","Slytherin","Human","Relax, boys.  The lights went out is all.  Come, Draco.  We'll be at Hogwarts before you know it.","Relax, boys.  The lights went out is all.  Come, Draco.  We'll be at Hogwarts before you know it.","relax boys   lights went     come draco  well   hogwarts   know"
2855,"Harry Potter and the Goblet of Fire",4,107,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","Loads according to Dad, that's what worried them so much. Happened right under their noses.","Loads according to Dad, that's what worried them so much. Happened right under their noses.","loads according  dad thats  worried   much happened right   nos"
2021,"Harry Potter and the Prisoner of Azkaban",6,76,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","Sure. Except no one's ever broken out of Azkaban before... and he's a murderous, raving lunatic.","Sure. Except no one's ever broken out of Azkaban before... and he's a murderous, raving lunatic.","sure except  ones ever broken   azkaban   hes  murderous raving lunat"
4851,"Harry Potter and the Half-Blood Prince",5,162,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","Luna.  How'd you...?","Luna.  How'd you...?","luna  howd"
2017,"Harry Potter and the Prisoner of Azkaban",6,76,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","I gotta tell you something.","I gotta tell you something.","gotta tell  someth"
4858,"Harry Potter and the Half-Blood Prince",5,162,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","Professor Flitwick, you've known me for five years.","Professor Flitwick, you've known me for five years.","professor flitwick youve known   five year"
2008,"Harry Potter and the Prisoner of Azkaban",6,76,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","I still think it was brilliant.","I still think it was brilliant.","still think   brilli"
4841,"Harry Potter and the Half-Blood Prince",5,162,"Hogwarts Express","Hogwarts","Pansy Parkinson","Female","Slytherin","Human","What's that supposed to mean?","What's that supposed to mean?","whats  supposed  mean"
2019,"Harry Potter and the Prisoner of Azkaban",6,76,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","Yeah.","Yeah.","yeah"
4868,"Harry Potter and the Half-Blood Prince",5,162,"Hogwarts Express","Hogwarts","Luna Lovegood","Female","Ravenclaw","Human","Would you like me to fix it? Personally I think you look a bit more devil-may-care this way.  But it's up to you.","Would you like me to fix it? Personally I think you look a bit more devil-may-care this way.  But it's up to you.","like   fix  personally  think  look  bit  devilmaycare  way"
2007,"Harry Potter and the Prisoner of Azkaban",6,76,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","I think I was lucky not to be arrested actually.","I think I was lucky not to be arrested actually.","think   lucky    arrested actu"
4844,"Harry Potter and the Half-Blood Prince",5,162,"Hogwarts Express","Hogwarts","Hermione Granger","Female","Gryffindor","Human","Where's Harry?","Where's Harry?","wheres harri"
2852,"Harry Potter and the Goblet of Fire",4,107,"Hogwarts Express","Hogwarts","Waitress","","","","Anything sweet for you dear?","Anything sweet for you dear?","anything sweet   dear"
4855,"Harry Potter and the Half-Blood Prince",5,162,"Hogwarts Express","Hogwarts","Harry Potter","Male","Gryffindor","Human","I am your friend, Luna.","I am your friend, Luna.","friend luna"
2029,"Harry Potter and the Prisoner of Azkaban",6,76,"Hogwarts Express","Hogwarts","Hermione Granger","Female","Gryffindor","Human","Harry. Harry, are you all right?","Harry. Harry, are you all right?","harry harry    right"
4874,"Harry Potter and the Half-Blood Prince",5,162,"Hogwarts Express","Hogwarts","Luna Lovegood","Female","Ravenclaw","Human","Exceptionally ordinary.","Exceptionally ordinary.","exceptionally ordinari"
2027,"Harry Potter and the Prisoner of Azkaban",6,76,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","There's something moving out there. I think... someone's coming aboard.","There's something moving out there. I think... someone's coming aboard.","theres something moving    think someones coming aboard"
1110,"Harry Potter and the Chamber of Secrets",7,41,"Hogwarts Express","Hogwarts","Ron Weasley","Male","Gryffindor","Human","Yeah.","Yeah.","yeah"
